Title,Title_URL,Like,Title_URL1,Title2,bcl1activitycellb,bcl1activitycellc,bcl1activitycellc3,jvisibleproject,bcl1activityrow_URL,bcl1activityrow,bcl1activityrow4,jloadsinpagemodal_URL,jloadsinpagemodal_URL5,Title1,Text,Pub_Time,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14
The Ruby,https://www.gbig.org/buildings/798542,"Senapati Bapat Marg, Kasaravadi, Dadar, Mumbai, Maharashtra, India",https://www.gbig.org/activities/leed-india-cs111343,The Ruby,"Registered
LEED India  CS","Registered

LEED India  CS",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D798542%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D798542%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 2 green activities that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 2 green activities that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









2



Green Projects


See all »








Registered (2)




Awards & Certifications",12/19/2012,The Ruby,Building,The Ruby,Bombay Chamber of Commerce and Industry,Favorite,+ Follow,+ Add to a Collection,+ Add Me,1.684 Million square feet,2012,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Ocean Commercial Complex,https://www.gbig.org/buildings/804377,"Gali Number 9, Kapas Hera Extension, Kapashera, New Delhi, Delhi, India",https://www.gbig.org/activities/leed-india-cs111309,Commercial Complex,"Registered
LEED India  CS","Registered

LEED India  CS",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D804377%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D804377%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Ocean Commercial Complex,Building,Ocean Commercial Complex,Commercial Complex,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"656,238 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Aban House Tower Capital,https://www.gbig.org/buildings/805863,"Saibaba Road, Kala Ghoda, Fort, Mumbai, Maharashtra, India",https://www.gbig.org/activities/leed-india-cs101198,The Capital,"Registered
LEED India  CS","Registered

LEED India  CS",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D805863%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D805863%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 3 green activities that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 3 green activities that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









3



Green Projects


See all »








Platinum Certified
Registered




Awards & Certifications",06/03/2014,Aban House Tower Capital,Building,Aban House Tower Capital,"Autodesk Mumbai, The Capital",Favorite,+ Follow,+ Add to a Collection,+ Add Me,1.113 Million square feet,2013,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
NESCO IT Park,https://www.gbig.org/buildings/845196,"National Highway 8, NESCO, Goregaon East, Mumbai, Maharashtra, India",https://www.gbig.org/activities/leed-india-cs111318,Nesco IT Building 3,awarded on 01/01/2013,"Platinum

LEED India  CS",REGISTERED,PLATINUM,https://www.gbig.org/activities/leed-india-cs111346,Nesco IT Building 4,"Registered

LEED India  CS",https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D845196%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D845196%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 3 green activities that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 3 green activities that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









3



Green Projects


See all »








Registered (2)
Platinum




Awards & Certifications",03/11/2014,NESCO IT Park,Building,NESCO IT Park,"MSCI, Nesco IT Building 3, Nesco IT Building 4",Favorite,+ Follow,+ Add to a Collection,+ Add Me,"886,150 square feet",2013,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
TCS Peepul Park,https://www.gbig.org/buildings/859663,"Technopark Campus, Kazhakkoottam, Kerala, India",https://www.gbig.org/activities/leed-india-nc071021,TCS - Technopark,awarded on 01/01/2009,"Gold

LEED India  NC",,GOLD,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859663%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fsaved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859663%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Gold




Awards & Certifications",01/01/2009,TCS Peepul Park,Building,TCS Peepul Park,TCS - Technopark,Favorite,+ Follow,+ Add to a Collection,+ Add Me,2.5 Million square feet,2009,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Prince Infocity,https://www.gbig.org/buildings/859670,"286/1, Old Mahabalipuram Road, Nehru Nagar, Perungudi, Chennai, Tamil Nadu, India",https://www.gbig.org/activities/leed-india-nc071028,S P Infocity Chennai - CS,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859670%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859670%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 6 green activities that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 3 more


This building is green because it has 6 green activities that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, enhanced indoor environmental quality, and energy efficient operations.









6



Green Projects


See all »








gold
Gold Certified (2)
Registered




Awards & Certifications",01/29/2019,Prince Infocity,Building,Prince Infocity,"S P Infocity Chennai - CS, MAERSK GSC Chennai Phase 1 Floors 6 7 8, MAERSK GSC PHASE 2
+ 1 more",Favorite,+ Follow,+ Add to a Collection,+ Add Me,2.701 Million square feet,2017,People/Organizations who worked on this building,+ Add Me,,ACTIVITY,View other buildings nearby »
17,https://www.gbig.org/buildings/859675,"Wipro Avenue, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka, India",https://www.gbig.org/activities/leed-india-nc071033,Wipro - Tower 17,awarded on 01/01/2009,"Silver

LEED India  NC",,SILVER,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859675%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859675%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Silver




Awards & Certifications",01/01/2009,17,Building,17,Wipro - Tower 17,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"601,300 square feet",2009,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Haware IT Park,https://www.gbig.org/buildings/859683,"Swami Pranavanandji Marg, Sector 30, Vashi, Navi Mumbai, Maharashtra, India",https://www.gbig.org/activities/leed-india-nc081041,Vashi Turbhe IT Park,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859683%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859683%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Haware IT Park,Building,Haware IT Park,Vashi Turbhe IT Park,Favorite,+ Follow,+ Add to a Collection,+ Add Me,2.091 Million square feet,,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Esha Loreal's,https://www.gbig.org/buildings/859686,"Kausar Baugh Road, Kausar Baugh, Kondhwa, Pune, Maharashtra, India",https://www.gbig.org/activities/leed-india-nc081045,L'Oreal India,awarded on 01/01/2013,"Gold

LEED India  NC",,GOLD,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859686%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859686%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Gold




Awards & Certifications",01/01/2013,Esha Loreal's,Building,Esha Loreal's,L'Oreal India,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"150,000 square feet",2013,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Trident Apartment,https://www.gbig.org/buildings/859693,"Wellington Road, Vikrampuri, Karkhana, Secunderabad, Telangana, India",https://www.gbig.org/activities/leed-india-nc081054,The Trident,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859693%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859693%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Trident Apartment,Building,Trident Apartment,The Trident,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"103,963 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
DDA Local Shopping Centre,https://www.gbig.org/buildings/859695,"Naraina Village, Naraina, New Delhi, Delhi, India",https://www.gbig.org/activities/leed-india-nc081056,Local Shopping Center,awarded on 01/01/2012,"Gold

LEED India  NC",,GOLD,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859695%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859695%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Gold




Awards & Certifications",01/01/2012,DDA Local Shopping Centre,Building,DDA Local Shopping Centre,Local Shopping Center,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"162,061 square feet",2012,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Casa Estebana,https://www.gbig.org/buildings/859708,IN,https://www.gbig.org/activities/leed-india-nc081072,Casa Estebana,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859708%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859708%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Casa Estebana,Building,Casa Estebana,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"22,650 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
IT Facility for Symcon Global Technologies,https://www.gbig.org/buildings/859714,IN,https://www.gbig.org/activities/leed-india-nc081080,IT Facility for Symcon Global Technologies,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859714%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859714%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,IT Facility for Symcon Global Technologies,Building,IT Facility for Symcon Global Technologies,,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"78,676 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,
Sumangali Alpha,https://www.gbig.org/buildings/859733,"CBI Colony Extension Road, Santhosapuram, Medavakkam, Chennai, Tamil Nadu, India",https://www.gbig.org/activities/leed-india-nc091100,Alphacity,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859733%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859733%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Sumangali Alpha,Building,Sumangali Alpha,Alphacity,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"477,720 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Pitambari R & D Center,https://www.gbig.org/buildings/859737,"R-612, Central Road North, MIDC Industrial Area, Navi Mumbai, Maharashtra, India",https://www.gbig.org/activities/leed-india-nc091104,R & D Centre,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859737%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859737%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Pitambari R & D Center,Building,Pitambari R & D Center,R & D Centre,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"34,982 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Omnesys Technologies Pvt. Ltd,https://www.gbig.org/buildings/859748,"No. 55/B, 1st Main Road, Wipro Avenue, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka, India",https://www.gbig.org/activities/leed-india-nc091116,"Wipro Ltd., Mysore","Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859748%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859748%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Omnesys Technologies Pvt. Ltd,Building,Omnesys Technologies Pvt. Ltd,"Wipro Ltd., Mysore",Favorite,+ Follow,+ Add to a Collection,+ Add Me,"84,495 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
CA (India) Technologies,https://www.gbig.org/buildings/859758,"115, Financial District, Nanakram Guda, Hyderabad, Telangana, India",https://www.gbig.org/activities/leed-india-nc091126,"CA Technologies Hyderabad, Building 2",awarded on 01/01/2010,"Gold

LEED India  NC",,GOLD,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859758%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859758%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Gold




Awards & Certifications",01/01/2010,CA (India) Technologies,Building,CA (India) Technologies,"CA Technologies Hyderabad, Building 2",Favorite,+ Follow,+ Add to a Collection,+ Add Me,"192,459 square feet",2010,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
Geojit BNP Paribas Financial Services Ltd.,https://www.gbig.org/buildings/859763,"Kaloor, Cochin, Kerala, India",https://www.gbig.org/activities/leed-india-nc091131,Geojit BNP Paribas,"Registered
LEED India  NC","Registered

LEED India  NC",REGISTERED,REGISTERED,,,,https://www.gbig.org/from_feature/user_sessions/new?origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Batbf%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859763%23add_to_collection,https://www.gbig.org/from_feature/user_sessions/new?level=communicate&origin=%2Fcollections%2F14555%2Fbuildings%3Fpage%3D2%26saved_params%255Bbrt%255D%255Bentire_building%255D%3D1%26saved_params%255Bbuilding_id%255D%3D859763%23add_role,OVERVIEW,"Why It's Green


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development
+ 2 more


This building is green because it has 1 green activity that achieved outcomes of energy efficient design, water use reduction, sustainable site selection and development, responsible materials selection and waste management, and enhanced indoor environmental quality.









1



Green Project


See all »








Registered




Awards & Certifications",,Geojit BNP Paribas Financial Services Ltd.,Building,Geojit BNP Paribas Financial Services Ltd.,Geojit BNP Paribas,Favorite,+ Follow,+ Add to a Collection,+ Add Me,"107,639 square feet",,People/Organizations who worked on this building,+ Add Me,No one is associated yet.,ACTIVITY,View other buildings nearby »
